body,sarcasm
"See, this is where reading the page would have helped you out alot. No where does it say that organisms evolve with a changing environment. That's what WW would like it to say, but it says nothing of the sort. All it talks about is a different approach to modeling cell behavior. Critical reading skills, they're really essential if you're going to try to debate science.",1
When is science going to get started on the book of Exodus? Job? Proverbs?,1
"Oh no! Here comes Palin, run for cover.   Because I really fear ignorant and hypocritical conservatives. As to your argument, while were out calling fertilized eggs ""men"", lets call plant life ""men"" as well.",1
"http://www.nytimes.com/2009/06/25/wo.../25orphan.html   But they are not fetuses, alas, so who gives a damn?",1
"You are one crazy poster Steeeve. 62 posts in 2 days. You live on here or what? Well, anyway, I like your style so far, so keep up the good work.",1
"Current 'treatment' includes:   Use of a placebo   Laying on of hands   Prayer   Tossing salt over thy shoulder   Planting 3 kernels of rice in the ground under your home   Saying the Pledge of Allegience   And thanking the Obamasiah for a bountiful crop of beets.   Oh, and if you can locate the witch, have her confess to the crime of making you ill...and punished for doing so...you stand a better chance of living longer with said cancers.",1
And if I did then so what? Hiter's Mom and Saddam's Mom both were given the option to abort their pregnancies by nurses and decided against it.   So I guess this makes pro-lifers responsible for the holocaust and the slaughter of Kurds?,1
We've answered these questions already over and over again and you'll get the same ones as well.,1
"Duh! You don't seem to have a grasp on what science is. Science isn't a search for truth. It is an attempt to explain observations naturalistic events without appeals to gods, angels, or demons.",1
"Women's rights actually exist, unlike the Christian God.",1
Maryland already has the law on the books. It's effect thus far has only been to eliminate certain makes and models from the Maryland marketplace and to extinguish the sale of certain collectables.,1
"You are on some different planet there. Science doesn't need one conclusion or the other. The traditional classification of neandertals has been Homo sapiens neanderthalensis, i.e., in the same species. Then genetic work suggested that neandertals were distinct enough to merit being a separate species [Hodges, S. B., 2000, Human Evolution: A start for population genomics. Nature (7 Dec. 2000): 408(6813):652-653.]. Results since then have been mixed. Some DNA work indicates a 5% admixture from Neandertals (Plagnol V, Wall JD, 2006, Possible ancestral structure in human populations. PLoS Genetics @ http://genetics.plosjournals.org/per...20105.eor&amp;ct=1 ). Various fossils continue to suggest some interbreeding. (Note also that a genetic finding of no interbreeding does not conflict with fossilized hybrids - it merely says that any hybrids or hybrid lines ended up dying out before they contributed to any lineages that were successful all the way to the present.)   A finding of 99.5 to 99.9% genetic similarity is what we expect, given the clear similarity of the two groups.",1
